instance family lad-values-removed lad-values-removed-percent lad-values-removed-min lad-values-removed-max lad-time lad-detected-inconsistent
si6_m4Dr6_m625.07 6 99.839996 51.229013 99.839996 0.320000 3 false
si6_m4Dr6_m625.00 6 99.839996 48.411307 99.839996 0.480000 3 false
si6_m4Dr6_m625.08 6 99.519997 41.954560 99.519997 0.000000 4 false
si6_m4Dr6_m625.05 6 99.519997 53.055573 99.519997 0.000000 3 false
si6_m4Dr6_m625.06 6 99.839996 55.482880 99.839996 0.640000 3 false
si6_m4Dr6_m625.02 6 99.839996 46.228907 99.839996 0.320000 2 false
si6_m4Dr6_m625.03 6 99.839996 55.559253 99.839996 1.120000 3 false
si4_m4Dr2_m625.09 6 99.839996 40.925440 99.839996 0.160000 2 false
si4_m4Dr2_m625.04 6 98.080002 39.000320 98.080002 0.000000 1 false
si4_m4Dr2_m625.02 6 99.839996 51.486720 99.839996 0.160000 0 false
si4_m4Dr2_m625.07 6 99.839996 58.260480 99.839996 0.160000 1 false
si4_m4Dr2_m625.00 6 99.519997 51.598080 99.519997 0.000000 1 false
si4_m4Dr2_m625.08 6 99.839996 46.723840 99.839996 0.160000 1 false
si4_m4Dr2_m625.01 6 99.839996 49.237120 99.839996 0.160000 1 false
si4_m4Dr2_m625.06 6 99.519997 53.578240 99.519997 0.960000 2 false
si4_m4Dr2_m625.03 6 98.080002 36.666880 98.080002 0.000000 1 false
si4_m4Dr2_m625.05 6 99.839996 43.394560 99.839996 0.000000 2 false
si2_r001_m600.00 7 14.666667 0.519444 14.666667 0.000000 2 false
si2_r001_m600.06 7 22.666666 0.623611 22.666666 0.000000 2 false
si2_r001_m600.04 7 14.333333 0.534722 14.333333 0.000000 2 false
si2_r001_m600.07 7 32.500000 0.891667 32.500000 0.000000 1 false
si2_r001_m600.02 7 15.666667 0.806944 15.666667 0.000000 2 false
si2_r001_m600.08 7 25.166666 0.609722 25.166666 0.000000 3 false
si2_r001_m600.03 7 8.666667 0.518056 8.666667 0.000000 2 false
si2_r001_m600.01 7 23.833334 0.850000 23.833334 0.000000 2 false
si2_r001_m600.05 7 15.666667 0.829167 15.666667 0.000000 1 false
si2_r001_m600.09 7 7.833333 0.297222 7.833333 0.000000 2 false
si2_m4Dr2_m256.09 6 75.781250 18.719363 75.781250 0.000000 0 false
si2_m4Dr2_m256.03 6 75.000000 23.284314 75.000000 0.000000 0 false
si2_m4Dr2_m256.04 6 60.546875 21.591605 60.546875 0.000000 0 false
si2_m4Dr2_m256.07 6 99.218750 45.695466 99.218750 0.000000 0 false
si2_m4Dr2_m256.00 6 92.578125 27.428002 92.578125 0.000000 0 false
si2_m4Dr2_m256.06 6 73.437500 19.615502 73.437500 0.000000 0 false
si2_m4Dr2_m256.08 6 99.218750 51.141238 99.218750 0.390625 0 false
si2_m4Dr2_m256.05 6 98.046875 57.697610 98.046875 0.000000 0 false
si2_m4Dr2_m256.01 6 92.187500 27.688419 92.187500 0.000000 0 false
si2_m4Dr2_m256.02 6 92.187500 49.234069 92.187500 0.000000 0 false
si6_r001_m600.09 7 90.333336 11.911574 90.333336 0.000000 7 false
si6_r001_m600.00 7 77.166664 11.076852 77.166664 0.000000 5 false
si6_r001_m600.07 7 83.666664 11.777315 83.666664 0.000000 7 false
si6_r001_m600.03 7 77.166664 12.479630 77.166664 0.000000 6 false
si6_r001_m600.01 7 84.833336 11.691667 84.833336 0.000000 6 false
si6_r001_m600.06 7 97.166664 14.105556 97.166664 0.000000 7 false
si6_r001_m600.08 7 92.833336 12.276389 92.833336 0.000000 6 false
si6_r001_m600.02 7 76.666664 11.281019 76.666664 0.000000 5 false
si6_r001_m600.04 7 65.333336 11.499537 65.333336 0.000000 6 false
si6_r001_m600.05 7 85.000000 12.272685 85.000000 0.000000 6 false
si2_m4Dr2_m1296.05 6 99.382713 44.585657 99.382713 0.000000 6 false
si2_m4Dr2_m1296.09 6 99.537041 45.339089 99.537041 0.000000 5 false
si2_m4Dr2_m1296.02 6 97.916664 33.154285 97.916664 0.000000 5 false
si2_m4Dr2_m1296.07 6 99.922836 45.663819 99.922836 0.077160 5 false
si2_m4Dr2_m1296.00 6 99.922836 51.938844 99.922836 0.308642 5 false
si2_m4Dr2_m1296.06 6 96.296295 36.388770 96.296295 0.000000 6 false
si2_m4Dr2_m1296.08 6 99.768517 36.199890 99.768517 0.000000 5 false
si2_m4Dr2_m1296.01 6 88.734566 29.480075 88.734566 0.540123 5 false
si2_m4Dr2_m1296.03 6 98.919754 46.416655 98.919754 0.000000 6 false
si2_m4Dr2_m1296.04 6 99.922836 56.941465 99.922836 0.077160 6 false
si4_b06m_m800.08 4 99.875000 47.189844 99.875000 0.625000 5 false
si4_b06m_m800.00 4 99.875000 50.925391 99.875000 0.750000 8 false
si4_b06m_m800.06 4 99.875000 57.235547 99.875000 0.125000 7 false
si4_b06m_m800.05 4 99.875000 55.653906 99.875000 0.375000 6 false
si4_b06m_m800.04 4 99.875000 54.289062 99.875000 0.375000 7 false
si4_b06m_m800.09 4 99.875000 56.885937 99.875000 0.625000 5 false
si4_b06m_m800.01 4 99.875000 45.792969 99.875000 0.125000 6 false
si4_b06m_m800.07 4 99.875000 48.102734 99.875000 0.375000 6 false
si4_b06m_m800.03 4 99.875000 40.750781 99.875000 0.500000 6 false
si4_b06m_m800.02 4 99.875000 42.296094 99.875000 0.375000 8 false
si6_m4Dr2_m625.08 6 99.360001 47.938133 99.360001 0.000000 3 false
si6_m4Dr2_m625.09 6 99.680000 42.163627 99.680000 0.000000 4 false
si6_m4Dr2_m625.05 6 98.879997 42.944000 98.879997 0.000000 2 false
si6_m4Dr2_m625.01 6 99.839996 63.139413 99.839996 0.640000 3 false
si6_m4Dr2_m625.06 6 99.839996 54.202880 99.839996 0.320000 4 false
si6_m4Dr2_m625.00 6 99.839996 50.585600 99.839996 0.480000 3 false
si6_m4Dr2_m625.03 6 99.839996 53.652053 99.839996 0.960000 4 false
si6_m4Dr2_m625.02 6 98.400002 44.897707 98.400002 0.000000 3 false
si6_m4Dr2_m625.07 6 99.839996 52.467200 99.839996 0.640000 2 false
si6_m4Dr2_m625.04 6 98.559998 47.124480 98.559998 0.000000 4 false
si2_m4D_m1296.01 5 74.382713 25.291959 74.382713 0.000000 4 false
si2_m4D_m1296.08 5 99.691360 73.866724 99.691360 14.506173 4 false
si2_m4D_m1296.06 5 74.382713 25.291959 74.382713 0.000000 6 false
si2_m4D_m1296.05 5 98.456787 71.224796 98.456787 1.851852 3 false
si2_m4D_m1296.09 5 98.456787 66.686925 98.456787 1.851852 3 false
si2_m4D_m1296.03 5 74.382713 25.291959 74.382713 0.000000 5 false
si2_m4D_m1296.07 5 98.456787 69.538586 98.456787 2.469136 2 false
si2_m4D_m1296.02 5 96.913582 61.478145 96.913582 1.851852 5 false
si2_m4D_m1296.04 5 96.913582 66.505792 96.913582 1.851852 4 false
si2_m4D_m1296.00 5 99.691360 76.652843 99.691360 16.049383 3 false
si4_b03_m800.05 3 0 0 0 0 0 false
si4_b03_m800.00 3 0 0 0 0 1 false
si4_b03_m800.08 3 0 0 0 0 1 false
si4_b03_m800.09 3 0 0 0 0 1 false
si4_b03_m800.03 3 0 0 0 0 0 false
si4_b03_m800.02 3 0 0 0 0 0 false
si4_b03_m800.04 3 0 0 0 0 0 false
si4_b03_m800.01 3 0 0 0 0 0 false
si4_b03_m800.06 3 0 0 0 0 0 false
si4_b03_m800.07 3 0 0 0 0 0 false
si6_m4D_m1296.02 5 99.691360 58.793714 99.691360 0.000000 10 false
si6_m4D_m1296.07 5 96.296295 26.428810 96.296295 0.000000 13 false
si6_m4D_m1296.05 5 99.691360 58.685670 99.691360 0.000000 11 false
si6_m4D_m1296.09 5 96.296295 30.406994 96.296295 0.000000 12 false
si6_m4D_m1296.00 5 96.296295 29.729333 96.296295 0.000000 14 false
si6_m4D_m1296.08 5 99.691360 58.616156 99.691360 0.000000 11 false
si6_m4D_m1296.04 5 99.691360 58.430653 99.691360 0.000000 10 false
si6_m4D_m1296.06 5 96.296295 25.529498 96.296295 0.000000 12 false
si6_m4D_m1296.01 5 96.296295 27.263772 96.296295 0.000000 13 false
si6_m4D_m1296.03 5 96.296295 25.375773 96.296295 0.000000 12 false
si6_r001_m200.05 7 92.000000 31.695833 92.000000 0.000000 0 false
si6_r001_m200.09 7 88.500000 31.983333 88.500000 0.000000 0 false
si6_r001_m200.07 7 99.500000 53.016667 99.500000 2.500000 0 false
si6_r001_m200.02 7 91.500000 38.387500 91.500000 0.000000 0 false
si6_r001_m200.01 7 97.500000 40.370833 97.500000 0.000000 0 false
si6_r001_m200.00 7 97.500000 49.070833 97.500000 0.000000 0 false
si6_r001_m200.04 7 93.500000 36.791667 93.500000 0.000000 0 false
si6_r001_m200.06 7 98.500000 43.750000 98.500000 0.000000 0 false
si6_r001_m200.08 7 98.000000 43.729167 98.000000 0.000000 0 false
si6_r001_m200.03 7 96.500000 35.304167 96.500000 0.000000 0 false
si4_b06_m400.06 3 0 0 0 0 0 false
si4_b06_m400.07 3 0 0 0 0 0 false
si4_b06_m400.09 3 0 0 0 0 0 false
si4_b06_m400.01 3 0 0 0 0 0 false
si4_b06_m400.04 3 0 0 0 0 0 false
si4_b06_m400.03 3 0 0 0 0 0 false
si4_b06_m400.00 3 0 0 0 0 0 false
si4_b06_m400.05 3 0 0 0 0 0 false
si4_b06_m400.08 3 0 0 0 0 0 false
si4_b06_m400.02 3 0 0 0 0 0 false
si2_m4Dr6_m256.06 6 91.406250 33.118873 91.406250 0.000000 0 false
si2_m4Dr6_m256.05 6 98.828125 28.592218 98.828125 0.000000 0 false
si2_m4Dr6_m256.09 6 75.781250 14.828431 75.781250 0.390625 0 false
si2_m4Dr6_m256.00 6 89.453125 30.606618 89.453125 1.171875 0 false
si2_m4Dr6_m256.07 6 95.703125 24.226409 95.703125 0.000000 0 false
si2_m4Dr6_m256.04 6 96.875000 34.405637 96.875000 1.562500 0 false
si2_m4Dr6_m256.02 6 91.796875 23.069853 91.796875 0.000000 0 false
si2_m4Dr6_m256.01 6 91.796875 24.433211 91.796875 0.000000 0 false
si2_m4Dr6_m256.08 6 89.843750 25.038297 89.843750 0.781250 0 false
si2_m4Dr6_m256.03 6 92.578125 31.579350 92.578125 0.000000 0 false
si6_r01_m200.04 7 29.500000 1.091667 29.500000 0.000000 1 false
si6_r01_m200.08 7 28.500000 1.420833 28.500000 0.000000 2 false
si6_r01_m200.02 7 13.000000 0.870833 13.000000 0.000000 2 false
si6_r01_m200.09 7 20.500000 0.862500 20.500000 0.000000 2 false
si6_r01_m200.07 7 20.500000 0.829167 20.500000 0.000000 1 false
si6_r01_m200.00 7 6.500000 0.912500 6.500000 0.000000 0 false
si6_r01_m200.01 7 28.500000 0.758333 28.500000 0.000000 2 false
si6_r01_m200.03 7 17.000000 0.620833 17.000000 0.000000 1 false
si6_r01_m200.05 7 15.500000 0.787500 15.500000 0.000000 1 false
si6_r01_m200.06 7 12.500000 0.933333 12.500000 0.000000 2 false
si2_b03m_m800.03 4 99.875000 61.488281 99.875000 0.875000 2 false
si2_b03m_m800.02 4 99.875000 60.042969 99.875000 0.375000 3 false
si2_b03m_m800.09 4 99.875000 44.721875 99.875000 0.750000 1 false
si2_b03m_m800.04 4 99.875000 48.324219 99.875000 0.375000 2 false
si2_b03m_m800.06 4 99.875000 61.556250 99.875000 0.125000 1 false
si2_b03m_m800.05 4 99.875000 54.803125 99.875000 0.500000 2 false
si2_b03m_m800.01 4 99.875000 50.190625 99.875000 0.625000 1 false
si2_b03m_m800.08 4 99.875000 50.353906 99.875000 0.500000 2 false
si2_b03m_m800.07 4 99.875000 49.120312 99.875000 0.875000 2 false
si2_b03m_m800.00 4 99.750000 57.670313 99.750000 0.000000 2 false
si2_r001_m200.06 7 54.500000 15.175000 54.500000 0.000000 0 false
si2_r001_m200.01 7 81.000000 19.200000 81.000000 0.000000 0 false
si2_r001_m200.02 7 90.000000 22.362500 90.000000 0.000000 0 false
si2_r001_m200.07 7 93.500000 28.737500 93.500000 0.000000 0 false
si2_r001_m200.04 7 93.000000 20.912500 93.000000 0.000000 0 false
si2_r001_m200.05 7 55.000000 9.775000 55.000000 0.000000 0 false
si2_r001_m200.09 7 85.000000 16.650000 85.000000 0.000000 0 false
si2_r001_m200.03 7 70.500000 16.437500 70.500000 0.000000 0 false
si2_r001_m200.00 7 56.500000 9.150000 56.500000 0.000000 0 false
si2_r001_m200.08 7 73.500000 14.387500 73.500000 0.000000 0 false
si6_b03m_m800.01 4 99.875000 51.786719 99.875000 1.250000 9 false
si6_b03m_m800.08 4 99.875000 53.823437 99.875000 1.375000 7 false
si6_b03m_m800.03 4 99.875000 52.660677 99.875000 1.250000 8 false
si6_b03m_m800.00 4 99.875000 53.516927 99.875000 0.750000 8 false
si6_b03m_m800.04 4 99.875000 55.328646 99.875000 1.875000 7 false
si6_b03m_m800.05 4 99.875000 53.479427 99.875000 2.125000 8 false
si6_b03m_m800.07 4 99.875000 55.667187 99.875000 1.375000 7 false
si6_b03m_m800.06 4 99.875000 53.838021 99.875000 0.625000 8 false
si6_b03m_m800.09 4 99.875000 56.705729 99.875000 0.375000 8 false
si6_b03m_m800.02 4 99.875000 56.075260 99.875000 0.750000 7 false
si4_r005_m200.00 7 8.500000 0.581250 8.500000 0.000000 0 false
si4_r005_m200.08 7 9.500000 0.743750 9.500000 0.000000 0 false
si4_r005_m200.02 7 8.500000 0.962500 8.500000 0.000000 1 false
si4_r005_m200.05 7 19.000000 1.043750 19.000000 0.000000 0 false
si4_r005_m200.06 7 24.500000 0.956250 24.500000 0.000000 0 false
si4_r005_m200.04 7 11.500000 0.487500 11.500000 0.000000 0 false
si4_r005_m200.07 7 11.500000 0.250000 11.500000 0.000000 0 false
si4_r005_m200.09 7 14.500000 0.668750 14.500000 0.000000 0 false
si4_r005_m200.01 7 5.500000 0.256250 5.500000 0.000000 0 false
si4_r005_m200.03 7 7.000000 0.268750 7.000000 0.000000 0 false
si6_b09m_m400.03 4 99.750000 48.971875 99.750000 0.750000 2 false
si6_b09m_m400.07 4 99.750000 47.291667 99.750000 1.000000 1 false
si6_b09m_m400.00 4 99.750000 42.231250 99.750000 0.250000 2 false
si6_b09m_m400.04 4 99.750000 41.385417 99.750000 1.250000 1 false
si6_b09m_m400.06 4 99.750000 45.171875 99.750000 1.500000 2 false
si6_b09m_m400.08 4 99.250000 53.923958 99.250000 0.000000 1 false
si6_b09m_m400.02 4 99.750000 43.195833 99.750000 1.250000 1 false
si6_b09m_m400.05 4 99.750000 47.766667 99.750000 0.250000 1 false
si6_b09m_m400.09 4 99.750000 47.003125 99.750000 1.000000 1 false
si6_b09m_m400.01 4 99.750000 45.746875 99.750000 0.750000 1 false
si2_b09_m200.08 3 0 0 0 0 0 false
si2_b09_m200.01 3 0 0 0 0 0 false
si2_b09_m200.06 3 0 0 0 0 0 false
si2_b09_m200.05 3 0 0 0 0 0 false
si2_b09_m200.00 3 0 0 0 0 0 false
si2_b09_m200.02 3 0 0 0 0 0 false
si2_b09_m200.03 3 0 0 0 0 0 false
si2_b09_m200.04 3 0 0 0 0 0 false
si2_b09_m200.09 3 0 0 0 0 0 false
si2_b09_m200.07 3 0 0 0 0 0 false
si6_r01_m600.02 7 0.500000 0.003241 0.500000 0.000000 44 false
si6_r01_m600.06 7 3.833333 0.011574 3.833333 0.000000 43 false
si6_r01_m600.09 7 1.500000 0.012500 1.500000 0.000000 42 false
si6_r01_m600.08 7 0.333333 0.000926 0.333333 0.000000 41 false
si6_r01_m600.05 7 0.500000 0.008333 0.500000 0.000000 45 false
si6_r01_m600.07 7 0 0 0 0 10 false
si6_r01_m600.03 7 0 0 0 0 10 false
si6_r01_m600.00 7 1.500000 0.006019 1.500000 0.000000 44 false
si6_r01_m600.01 7 3.166667 0.017593 3.166667 0.000000 44 false
si6_r01_m600.04 7 0.500000 0.008333 0.500000 0.000000 43 false
si2_b06_m200.02 3 0 0 0 0 0 false
si2_b06_m200.00 3 0 0 0 0 0 false
si2_b06_m200.01 3 0 0 0 0 0 false
si2_b06_m200.06 3 0 0 0 0 0 false
si2_b06_m200.09 3 0 0 0 0 0 false
si2_b06_m200.07 3 0 0 0 0 0 false
si2_b06_m200.04 3 0 0 0 0 0 false
si2_b06_m200.08 3 0 0 0 0 0 false
si2_b06_m200.03 3 0 0 0 0 0 false
si2_b06_m200.05 3 0 0 0 0 0 false
si6_m4Dr2_m1296.05 6 99.922836 55.775815 99.922836 0.077160 14 false
si6_m4Dr2_m1296.09 6 99.845680 51.727223 99.845680 0.000000 12 false
si6_m4Dr2_m1296.01 6 99.922836 55.394978 99.922836 0.617284 14 false
si6_m4Dr2_m1296.06 6 99.922836 42.578293 99.922836 0.231481 14 false
si6_m4Dr2_m1296.07 6 99.768517 45.726183 99.768517 0.000000 16 false
si6_m4Dr2_m1296.03 6 99.845680 53.321675 99.845680 0.000000 15 false
si6_m4Dr2_m1296.04 6 99.922836 57.189531 99.922836 0.385802 14 false
si6_m4Dr2_m1296.00 6 99.922836 46.651215 99.922836 0.154321 16 false
si6_m4Dr2_m1296.08 6 99.768517 53.517804 99.768517 0.000000 13 false
si6_m4Dr2_m1296.02 6 99.922836 57.268082 99.922836 0.308642 15 false
si2_b09m_m800.09 4 99.750000 24.690625 99.750000 0.000000 5 false
si2_b09m_m800.07 4 99.750000 31.810156 99.750000 0.000000 4 false
si2_b09m_m800.00 4 99.500000 28.564844 99.500000 0.000000 3 false
si2_b09m_m800.04 4 99.875000 40.840625 99.875000 0.250000 4 false
si2_b09m_m800.02 4 99.750000 31.044531 99.750000 0.000000 4 false
si2_b09m_m800.05 4 99.875000 39.178906 99.875000 0.125000 2 false
si2_b09m_m800.03 4 99.125000 19.143750 99.125000 0.000000 4 false
si2_b09m_m800.08 4 99.875000 41.603125 99.875000 0.250000 3 false
si2_b09m_m800.06 4 98.625000 20.451563 98.625000 0.000000 4 false
si2_b09m_m800.01 4 99.500000 19.861719 99.500000 0.000000 4 false
si4_b03_m400.01 3 0 0 0 0 0 false
si4_b03_m400.02 3 0 0 0 0 0 false
si4_b03_m400.05 3 0 0 0 0 0 false
si4_b03_m400.07 3 0 0 0 0 0 false
si4_b03_m400.06 3 0 0 0 0 0 false
si4_b03_m400.00 3 0 0 0 0 0 false
si4_b03_m400.03 3 0 0 0 0 0 false
si4_b03_m400.04 3 0 0 0 0 0 false
si4_b03_m400.09 3 0 0 0 0 0 false
si4_b03_m400.08 3 0 0 0 0 0 false
si2_b03_m200.05 3 0 0 0 0 0 false
si2_b03_m200.09 3 0 0 0 0 0 false
si2_b03_m200.07 3 0 0 0 0 0 false
si2_b03_m200.01 3 0 0 0 0 0 false
si2_b03_m200.08 3 0 0 0 0 0 false
si2_b03_m200.02 3 0 0 0 0 0 false
si2_b03_m200.04 3 0 0 0 0 0 false
si2_b03_m200.03 3 0 0 0 0 0 false
si2_b03_m200.06 3 0 0 0 0 0 false
si2_b03_m200.00 3 0 0 0 0 0 false
si4_r005_m600.00 7 0.166667 0.002083 0.166667 0.000000 19 false
si4_r005_m600.02 7 0.166667 0.002083 0.166667 0.000000 18 false
si4_r005_m600.08 7 0.166667 0.004167 0.166667 0.000000 18 false
si4_r005_m600.05 7 0 0 0 0 5 false
si4_r005_m600.07 7 0 0 0 0 4 false
si4_r005_m600.06 7 0 0 0 0 5 false
si4_r005_m600.01 7 0.333333 0.001389 0.333333 0.000000 18 false
si4_r005_m600.04 7 0.166667 0.000694 0.166667 0.000000 17 false
si4_r005_m600.03 7 0.166667 0.001389 0.166667 0.000000 18 false
si4_r005_m600.09 7 0 0 0 0 5 false
si4_b09_m400.05 3 0 0 0 0 0 false
si4_b09_m400.03 3 0 0 0 0 0 false
si4_b09_m400.00 3 0 0 0 0 0 false
si4_b09_m400.07 3 0 0 0 0 0 false
si4_b09_m400.01 3 0 0 0 0 0 false
si4_b09_m400.06 3 0 0 0 0 0 false
si4_b09_m400.04 3 0 0 0 0 0 false
si4_b09_m400.02 3 0 0 0 0 0 false
si4_b09_m400.08 3 0 0 0 0 0 false
si4_b09_m400.09 3 0 0 0 0 0 false
si4_b06m_m400.06 4 99.750000 51.171875 99.750000 1.750000 1 false
si4_b06m_m400.03 4 99.750000 58.964062 99.750000 0.500000 1 false
si4_b06m_m400.01 4 99.750000 40.167187 99.750000 0.250000 1 false
si4_b06m_m400.08 4 99.750000 47.460938 99.750000 0.500000 1 false
si4_b06m_m400.05 4 99.750000 42.985937 99.750000 0.750000 1 false
si4_b06m_m400.07 4 99.500000 39.682812 99.500000 0.000000 1 false
si4_b06m_m400.00 4 99.750000 45.660938 99.750000 0.750000 1 false
si4_b06m_m400.04 4 99.750000 45.012500 99.750000 0.250000 0 false
si4_b06m_m400.09 4 99.750000 42.881250 99.750000 1.000000 1 false
si4_b06m_m400.02 4 99.750000 50.890625 99.750000 1.500000 1 false
si2_m4Dr2_m625.05 6 98.879997 53.236480 98.879997 0.640000 0 false
si2_m4Dr2_m625.00 6 97.919998 36.062720 97.919998 0.000000 1 false
si2_m4Dr2_m625.08 6 99.839996 64.988160 99.839996 0.960000 0 false
si2_m4Dr2_m625.09 6 98.239998 48.908800 98.239998 0.000000 0 false
