"instance_id","solver","time","type"
"F.19","lad",230,"alg"
"F.20","lad",5423,"alg"
"PR15-1","lad",1564,"alg"
"PR15-10","lad",1099,"alg"
"PR15-11","lad",628,"alg"
"PR15-12","lad",2218,"alg"
"PR15-13","lad",1212,"alg"
"PR15-14","lad",14020,"alg"
"PR15-15","lad",1615,"alg"
"PR15-16","lad",475,"alg"
"PR15-17","lad",857,"alg"
"PR15-18","lad",11138,"alg"
"PR15-19","lad",1264,"alg"
"PR15-2","lad",42576,"alg"
"PR15-20","lad",985,"alg"
"PR15-21","lad",82,"alg"
"PR15-22","lad",1533,"alg"
"PR15-23","lad",3234,"alg"
"PR15-24","lad",9124,"alg"
"PR15-3","lad",187,"alg"
"PR15-4","lad",940,"alg"
"PR15-5","lad",341,"alg"
"PR15-6","lad",2533,"alg"
"PR15-7","lad",4464,"alg"
"PR15-8","lad",756,"alg"
"PR15-9","lad",11939,"alg"
"g10-g100","lad",1,"alg"
"g10-g101","lad",9,"alg"
"g10-g102","lad",12,"alg"
"g10-g103","lad",2131,"alg"
"g10-g104","lad",18991963,"alg"
"g10-g105","lad",19131345,"alg"
"g10-g106","lad",1e+08,"alg"
"g10-g107","lad",71530922,"alg"
"g10-g108","lad",1e+08,"alg"
"g10-g109","lad",25,"alg"
"g10-g11","lad",0,"alg"
"g10-g110","lad",14740,"alg"
"g10-g111","lad",1e+08,"alg"
"g10-g112","lad",1782,"alg"
"g10-g12","lad",2,"alg"
"g10-g13","lad",0,"alg"
"g10-g14","lad",0,"alg"
"g10-g15","lad",1,"alg"
"g10-g16","lad",51,"alg"
"g10-g20","lad",14,"alg"
"g10-g21","lad",29,"alg"
"g10-g22","lad",3,"alg"
"g10-g23","lad",233994,"alg"
"g10-g25","lad",0,"alg"
"g10-g26","lad",471878,"alg"
"g10-g27","lad",1e+08,"alg"
"g10-g28","lad",0,"alg"
"g10-g29","lad",34,"alg"
"g10-g30","lad",30,"alg"
"g10-g31","lad",30,"alg"
"g10-g32","lad",54,"alg"
"g10-g33","lad",10,"alg"
"g10-g37","lad",187345,"alg"
"g10-g38","lad",1,"alg"
"g10-g40","lad",61,"alg"
"g10-g41","lad",7,"alg"
"g10-g42","lad",386,"alg"
"g10-g43","lad",6221,"alg"
"g10-g44","lad",52,"alg"
"g10-g45","lad",32,"alg"
"g10-g46","lad",87462,"alg"
"g10-g47","lad",76358,"alg"
"g10-g48","lad",1192,"alg"
"g10-g49","lad",35,"alg"
"g10-g50","lad",81,"alg"
"g10-g51","lad",1e+08,"alg"
"g10-g52","lad",3,"alg"
"g10-g53","lad",2357,"alg"
"g10-g54","lad",28,"alg"
"g10-g55","lad",34,"alg"
"g10-g56","lad",31,"alg"
"g10-g57","lad",0,"alg"
"g10-g58-normed","lad",4576,"alg"
"g10-g59-normed","lad",1226,"alg"
"g10-g60-normed","lad",38,"alg"
"g10-g61","lad",0,"alg"
"g10-g62","lad",17,"alg"
"g10-g63","lad",1e+08,"alg"
"g10-g64","lad",258,"alg"
"g10-g65","lad",260,"alg"
"g10-g66-normed","lad",257,"alg"
"g10-g67","lad",1,"alg"
"g10-g68","lad",292,"alg"
"g10-g69","lad",126,"alg"
"g10-g70","lad",0,"alg"
"g10-g71","lad",154,"alg"
"g10-g72","lad",1,"alg"
"g10-g73-normed","lad",65,"alg"
"g10-g74","lad",18,"alg"
"g10-g75","lad",189,"alg"
"g10-g76","lad",449,"alg"
"g10-g77","lad",752,"alg"
"g10-g78","lad",263,"alg"
"g10-g79","lad",45,"alg"
"g10-g80","lad",2,"alg"
"g10-g81","lad",1545,"alg"
"g10-g82-normed","lad",1540,"alg"
"g10-g83","lad",488,"alg"
"g10-g84","lad",883,"alg"
"g10-g85","lad",3,"alg"
"g10-g86-normed","lad",0,"alg"
"g10-g87","lad",255,"alg"
"g10-g88","lad",352,"alg"
"g10-g89","lad",0,"alg"
"g10-g90","lad",7,"alg"
"g10-g91","lad",111,"alg"
"g10-g92","lad",138,"alg"
"g10-g93-normed","lad",6627,"alg"
"g10-g94","lad",996,"alg"
"g10-g95","lad",13,"alg"
"g10-g96","lad",17,"alg"
"g10-g97","lad",10,"alg"
"g10-g98","lad",86,"alg"
"g10-g99","lad",83,"alg"
"g11-g100","lad",2,"alg"
"g11-g101","lad",5,"alg"
"g11-g102","lad",13,"alg"
"g11-g103","lad",518615,"alg"
"g11-g104","lad",1564,"alg"
"g11-g105","lad",1618,"alg"
"g11-g106","lad",43135,"alg"
"g11-g107","lad",8661,"alg"
"g11-g108","lad",12082,"alg"
"g11-g109","lad",27,"alg"
"g11-g110","lad",3360234,"alg"
"g11-g111","lad",41869,"alg"
"g11-g112","lad",424,"alg"
"g11-g12","lad",0,"alg"
"g11-g13","lad",0,"alg"
"g11-g14","lad",0,"alg"
"g11-g15","lad",0,"alg"
"g11-g16","lad",3,"alg"
"g11-g20","lad",923,"alg"
"g11-g21","lad",47,"alg"
"g11-g22","lad",2,"alg"
"g11-g23","lad",31,"alg"
"g11-g25","lad",0,"alg"
"g11-g26","lad",16,"alg"
"g11-g27","lad",185557,"alg"
"g11-g28","lad",0,"alg"
"g11-g29","lad",1e+08,"alg"
"g11-g30","lad",1e+08,"alg"
"g11-g31","lad",1e+08,"alg"
"g11-g32","lad",80,"alg"
"g11-g33","lad",0,"alg"
"g11-g37","lad",199,"alg"
"g11-g38","lad",0,"alg"
"g11-g40","lad",93,"alg"
"g11-g41","lad",0,"alg"
"g11-g42","lad",40,"alg"
"g11-g43","lad",35,"alg"
"g11-g44","lad",461504,"alg"
"g11-g45","lad",431422,"alg"
"g11-g46","lad",804,"alg"
"g11-g47","lad",797,"alg"
"g11-g48","lad",1769,"alg"
"g11-g49","lad",42027072,"alg"
"g11-g50","lad",114,"alg"
"g11-g51","lad",182306,"alg"
"g11-g52","lad",0,"alg"
"g11-g53","lad",234,"alg"
"g11-g54","lad",183,"alg"
"g11-g55","lad",87,"alg"
"g11-g56","lad",283,"alg"
"g11-g57","lad",0,"alg"
"g11-g58-normed","lad",9,"alg"
"g11-g59-normed","lad",6,"alg"
"g11-g60-normed","lad",1e+08,"alg"
"g11-g61","lad",0,"alg"
"g11-g62","lad",10,"alg"
"g11-g63","lad",5250,"alg"
"g11-g64","lad",347,"alg"
"g11-g65","lad",367034,"alg"
"g11-g66-normed","lad",372799,"alg"
"g11-g67","lad",2,"alg"
"g11-g68","lad",1e+08,"alg"
"g11-g69","lad",3,"alg"
"g11-g70","lad",0,"alg"
"g11-g71","lad",5,"alg"
"g11-g72","lad",0,"alg"
"g11-g73-normed","lad",79450352,"alg"
"g11-g74","lad",25,"alg"
"g11-g75","lad",179,"alg"
"g11-g76","lad",612,"alg"
"g11-g77","lad",1203,"alg"
"g11-g78","lad",249,"alg"
"g11-g79","lad",12,"alg"
"g11-g80","lad",0,"alg"
"g11-g81","lad",673930,"alg"
"g11-g82-normed","lad",695888,"alg"
"g11-g83","lad",899861,"alg"
"g11-g84","lad",2071,"alg"
"g11-g85","lad",1,"alg"
"g11-g86-normed","lad",3,"alg"
"g11-g87","lad",402,"alg"
"g11-g88","lad",2830,"alg"
"g11-g89","lad",2,"alg"
"g11-g90","lad",6,"alg"
"g11-g91","lad",16,"alg"
"g11-g92","lad",11,"alg"
"g11-g93-normed","lad",8976,"alg"
"g11-g94","lad",6,"alg"
"g11-g95","lad",5,"alg"
"g11-g96","lad",7,"alg"
"g11-g97","lad",3,"alg"
"g11-g98","lad",27,"alg"
"g11-g99","lad",31,"alg"
"g12-g100","lad",2,"alg"
"g12-g101","lad",7,"alg"
"g12-g102","lad",4,"alg"
"g12-g103","lad",9,"alg"
"g12-g104","lad",10,"alg"
"g12-g105","lad",13,"alg"
"g12-g106","lad",84,"alg"
"g12-g107","lad",48,"alg"
"g12-g108","lad",51,"alg"
"g12-g109","lad",17,"alg"
"g12-g110","lad",5123,"alg"
"g12-g111","lad",94,"alg"
"g12-g112","lad",63,"alg"
"g12-g20","lad",87,"alg"
"g12-g21","lad",66,"alg"
"g12-g23","lad",0,"alg"
"g12-g26","lad",0,"alg"
"g12-g27","lad",2,"alg"
"g12-g29","lad",55,"alg"
"g12-g30","lad",47,"alg"
"g12-g31","lad",110,"alg"
"g12-g32","lad",158,"alg"
"g12-g38","lad",0,"alg"
"g12-g40","lad",129,"alg"
"g12-g43","lad",69,"alg"
"g12-g44","lad",59,"alg"
"g12-g45","lad",60,"alg"
"g12-g46","lad",8,"alg"
"g12-g47","lad",7,"alg"
"g12-g48","lad",11,"alg"
"g12-g50","lad",151,"alg"
"g12-g51","lad",1,"alg"
"g12-g52","lad",0,"alg"
"g12-g53","lad",0,"alg"
"g12-g54","lad",0,"alg"
"g12-g55","lad",0,"alg"
"g12-g56","lad",2,"alg"
"g12-g57","lad",0,"alg"
"g12-g58-normed","lad",0,"alg"
"g12-g59-normed","lad",0,"alg"
"g12-g60-normed","lad",114,"alg"
"g12-g61","lad",0,"alg"
"g12-g62","lad",1,"alg"
"g12-g63","lad",44,"alg"
"g12-g64","lad",12680,"alg"
"g12-g65","lad",0,"alg"
"g12-g66-normed","lad",0,"alg"
"g12-g67","lad",0,"alg"
"g12-g68","lad",4747,"alg"
"g12-g69","lad",0,"alg"
"g12-g70","lad",0,"alg"
"g12-g71","lad",0,"alg"
"g12-g72","lad",0,"alg"
"g12-g73-normed","lad",144,"alg"
"g12-g74","lad",35,"alg"
"g12-g75","lad",247,"alg"
"g12-g76","lad",812,"alg"
"g12-g77","lad",2676,"alg"
"g12-g78","lad",3,"alg"
"g12-g79","lad",1,"alg"
"g12-g80","lad",0,"alg"
"g12-g81","lad",4,"alg"
"g12-g82-normed","lad",3,"alg"
"g12-g83","lad",2,"alg"
"g12-g84","lad",1e+08,"alg"
"g12-g85","lad",1,"alg"
"g12-g86-normed","lad",0,"alg"
"g12-g87","lad",3,"alg"
"g12-g88","lad",4,"alg"
"g12-g89","lad",1,"alg"
"g12-g90","lad",1,"alg"
"g12-g91","lad",2,"alg"
"g12-g92","lad",3,"alg"
"g12-g93-normed","lad",8370,"alg"
"g12-g94","lad",3,"alg"
"g12-g95","lad",1,"alg"
"g12-g96","lad",3,"alg"
"g12-g97","lad",1,"alg"
"g12-g98","lad",6,"alg"
"g12-g99","lad",2,"alg"
"g13-g100","lad",6,"alg"
"g13-g101","lad",3,"alg"
"g13-g102","lad",7,"alg"
"g13-g103","lad",9,"alg"
"g13-g104","lad",41,"alg"
"g13-g105","lad",40,"alg"
"g13-g106","lad",145,"alg"
"g13-g107","lad",75,"alg"
"g13-g108","lad",82,"alg"
"g13-g109","lad",25,"alg"
"g13-g110","lad",9651,"alg"
"g13-g111","lad",162,"alg"
"g13-g112","lad",86,"alg"
"g13-g15","lad",0,"alg"
"g13-g20","lad",426,"alg"
"g13-g21","lad",33,"alg"
"g13-g23","lad",1,"alg"
"g13-g25","lad",0,"alg"
"g13-g26","lad",0,"alg"
"g13-g27","lad",180,"alg"
"g13-g29","lad",30,"alg"
"g13-g30","lad",29,"alg"
"g13-g31","lad",51,"alg"
"g13-g32","lad",80,"alg"
"g13-g38","lad",0,"alg"
"g13-g40","lad",119,"alg"
"g13-g43","lad",20,"alg"
"g13-g44","lad",36,"alg"
"g13-g45","lad",36,"alg"
"g13-g46","lad",16,"alg"
"g13-g47","lad",17,"alg"
"g13-g48","lad",22,"alg"
"g13-g49","lad",628,"alg"
"g13-g50","lad",75,"alg"
"g13-g51","lad",212,"alg"
"g13-g52","lad",0,"alg"
"g13-g53","lad",0,"alg"
"g13-g54","lad",0,"alg"
"g13-g55","lad",0,"alg"
"g13-g56","lad",5,"alg"
"g13-g57","lad",0,"alg"
"g13-g58-normed","lad",0,"alg"
"g13-g59-normed","lad",2,"alg"
"g13-g60-normed","lad",68,"alg"
"g13-g61","lad",0,"alg"
"g13-g62","lad",0,"alg"
"g13-g63","lad",122,"alg"
"g13-g64","lad",1e+08,"alg"
"g13-g65","lad",0,"alg"
"g13-g66-normed","lad",1,"alg"
"g13-g67","lad",0,"alg"
"g13-g68","lad",626,"alg"
"g13-g69","lad",1,"alg"
"g13-g70","lad",0,"alg"
"g13-g71","lad",0,"alg"
"g13-g72","lad",0,"alg"
"g13-g73-normed","lad",226,"alg"
"g13-g74","lad",13,"alg"
"g13-g75","lad",290,"alg"
"g13-g76","lad",1540,"alg"
"g13-g77","lad",1059,"alg"
"g13-g78","lad",20,"alg"
"g13-g79","lad",0,"alg"
"g13-g80","lad",0,"alg"
"g13-g81","lad",2,"alg"
"g13-g82-normed","lad",1,"alg"
"g13-g83","lad",0,"alg"
"g13-g84","lad",1588,"alg"
"g13-g85","lad",2,"alg"
"g13-g86-normed","lad",0,"alg"
"g13-g87","lad",15,"alg"
"g13-g88","lad",2,"alg"
"g13-g89","lad",0,"alg"
"g13-g90","lad",1,"alg"
"g13-g91","lad",13,"alg"
"g13-g92","lad",16,"alg"
"g13-g93-normed","lad",1684317,"alg"
"g13-g94","lad",3,"alg"
"g13-g95","lad",1,"alg"
"g13-g96","lad",0,"alg"
"g13-g97","lad",3,"alg"
"g13-g98","lad",5,"alg"
"g13-g99","lad",4,"alg"
"g14-g100","lad",3,"alg"
"g14-g101","lad",10,"alg"
"g14-g102","lad",5,"alg"
"g14-g103","lad",9,"alg"
"g14-g104","lad",88,"alg"
"g14-g105","lad",89,"alg"
"g14-g106","lad",660,"alg"
"g14-g107","lad",231,"alg"
"g14-g108","lad",328,"alg"
"g14-g109","lad",20,"alg"
"g14-g110","lad",13312,"alg"
"g14-g111","lad",718,"alg"
"g14-g112","lad",80,"alg"
"g14-g15","lad",0,"alg"
"g14-g20","lad",6488,"alg"
"g14-g21","lad",39,"alg"
"g14-g23","lad",3,"alg"
"g14-g25","lad",0,"alg"
"g14-g26","lad",5,"alg"
"g14-g27","lad",24851,"alg"
"g14-g29","lad",42,"alg"
"g14-g30","lad",30,"alg"
"g14-g31","lad",48,"alg"
"g14-g32","lad",79,"alg"
"g14-g38","lad",1,"alg"
"g14-g40","lad",74,"alg"
"g14-g43","lad",21,"alg"
"g14-g44","lad",70,"alg"
"g14-g45","lad",60,"alg"
"g14-g46","lad",22,"alg"
"g14-g47","lad",24,"alg"
"g14-g48","lad",26,"alg"
"g14-g49","lad",7719,"alg"
"g14-g50","lad",77,"alg"
"g14-g51","lad",17461,"alg"
"g14-g52","lad",0,"alg"
"g14-g53","lad",0,"alg"
"g14-g54","lad",10,"alg"
"g14-g55","lad",0,"alg"
"g14-g56","lad",16,"alg"
"g14-g57","lad",0,"alg"
"g14-g58-normed","lad",1,"alg"
"g14-g59-normed","lad",1,"alg"
"g14-g60-normed","lad",34,"alg"
"g14-g61","lad",0,"alg"
"g14-g62","lad",0,"alg"
"g14-g63","lad",340,"alg"
"g14-g64","lad",1e+08,"alg"
"g14-g65","lad",0,"alg"
"g14-g66-normed","lad",2,"alg"
"g14-g67","lad",0,"alg"
"g14-g68","lad",293414,"alg"
"g14-g69","lad",0,"alg"
"g14-g70","lad",1,"alg"
"g14-g71","lad",0,"alg"
"g14-g72","lad",0,"alg"
"g14-g73-normed","lad",2285,"alg"
"g14-g74","lad",17,"alg"
"g14-g75","lad",165,"alg"
"g14-g76","lad",597,"alg"
"g14-g77","lad",931,"alg"
"g14-g78","lad",116,"alg"
"g14-g79","lad",0,"alg"
"g14-g80","lad",0,"alg"
"g14-g81","lad",2,"alg"
"g14-g82-normed","lad",2,"alg"
"g14-g83","lad",2,"alg"
"g14-g84","lad",1118,"alg"
"g14-g85","lad",1,"alg"
"g14-g86-normed","lad",0,"alg"
"g14-g87","lad",19,"alg"
"g14-g88","lad",22,"alg"
"g14-g89","lad",1,"alg"
"g14-g90","lad",4,"alg"
"g14-g91","lad",14,"alg"
"g14-g92","lad",19,"alg"
"g14-g93-normed","lad",11437938,"alg"
"g14-g94","lad",4,"alg"
"g14-g95","lad",0,"alg"
"g14-g96","lad",6,"alg"
"g14-g97","lad",1,"alg"
"g14-g98","lad",4,"alg"
"g14-g99","lad",3,"alg"
"g15-g100","lad",2,"alg"
"g15-g101","lad",8,"alg"
"g15-g102","lad",6,"alg"
"g15-g103","lad",8,"alg"
"g15-g104","lad",7,"alg"
"g15-g105","lad",7,"alg"
"g15-g106","lad",100,"alg"
"g15-g107","lad",60,"alg"
"g15-g108","lad",65,"alg"
"g15-g109","lad",18,"alg"
"g15-g110","lad",10342,"alg"
"g15-g111","lad",105,"alg"
"g15-g112","lad",78,"alg"
"g15-g20","lad",64,"alg"
"g15-g21","lad",39,"alg"
"g15-g23","lad",0,"alg"
"g15-g25","lad",0,"alg"
"g15-g26","lad",0,"alg"
"g15-g27","lad",18,"alg"
"g15-g29","lad",20,"alg"
"g15-g30","lad",19,"alg"
"g15-g31","lad",29,"alg"
"g15-g32","lad",88,"alg"
"g15-g38","lad",0,"alg"
"g15-g40","lad",72,"alg"
"g15-g43","lad",4197,"alg"
"g15-g44","lad",22,"alg"
"g15-g45","lad",20,"alg"
"g15-g46","lad",5,"alg"
"g15-g47","lad",7,"alg"
"g15-g48","lad",25,"alg"
"g15-g49","lad",89,"alg"
"g15-g50","lad",91,"alg"
"g15-g51","lad",181,"alg"
"g15-g52","lad",0,"alg"
"g15-g53","lad",0,"alg"
"g15-g54","lad",0,"alg"
"g15-g55","lad",0,"alg"
"g15-g56","lad",0,"alg"
"g15-g57","lad",0,"alg"
"g15-g58-normed","lad",0,"alg"
"g15-g59-normed","lad",0,"alg"
"g15-g60-normed","lad",85,"alg"
"g15-g61","lad",0,"alg"
"g15-g62","lad",0,"alg"
"g15-g63","lad",91,"alg"
"g15-g64","lad",4656246,"alg"
"g15-g65","lad",0,"alg"
"g15-g66-normed","lad",0,"alg"
"g15-g67","lad",0,"alg"
"g15-g68","lad",823,"alg"
"g15-g69","lad",0,"alg"
"g15-g70","lad",1,"alg"
"g15-g71","lad",0,"alg"
"g15-g72","lad",0,"alg"
"g15-g73-normed","lad",1299,"alg"
"g15-g74","lad",13,"alg"
"g15-g75","lad",213,"alg"
"g15-g76","lad",776,"alg"
"g15-g77","lad",1155,"alg"
"g15-g78","lad",1,"alg"
"g15-g79","lad",0,"alg"
"g15-g80","lad",0,"alg"
"g15-g81","lad",2,"alg"
"g15-g82-normed","lad",4,"alg"
"g15-g83","lad",1,"alg"
"g15-g84","lad",1877,"alg"
"g15-g85","lad",0,"alg"
"g15-g86-normed","lad",0,"alg"
"g15-g87","lad",2,"alg"
"g15-g88","lad",0,"alg"
"g15-g89","lad",1,"alg"
"g15-g90","lad",2,"alg"
"g15-g91","lad",3,"alg"
"g15-g92","lad",6,"alg"
"g15-g93-normed","lad",3723883,"alg"
"g15-g94","lad",2,"alg"
"g15-g95","lad",2,"alg"
"g15-g96","lad",0,"alg"
"g15-g97","lad",3,"alg"
"g15-g98","lad",3,"alg"
"g15-g99","lad",1,"alg"
"g16-g100","lad",3,"alg"
"g16-g101","lad",3,"alg"
"g16-g102","lad",8,"alg"
"g16-g103","lad",6633,"alg"
"g16-g104","lad",348,"alg"
"g16-g105","lad",350,"alg"
"g16-g106","lad",3864,"alg"
"g16-g107","lad",1167,"alg"
"g16-g108","lad",1479,"alg"
"g16-g109","lad",22,"alg"
"g16-g110","lad",22936,"alg"
"g16-g111","lad",4183,"alg"
"g16-g112","lad",57,"alg"
"g16-g20","lad",1e+08,"alg"
"g16-g21","lad",61,"alg"
"g16-g22","lad",0,"alg"
"g16-g23","lad",0,"alg"
"g16-g25","lad",0,"alg"
"g16-g26","lad",1,"alg"
"g16-g27","lad",1976,"alg"
"g16-g28","lad",0,"alg"
"g16-g29","lad",2169,"alg"
"g16-g30","lad",2118,"alg"
"g16-g31","lad",21335,"alg"
"g16-g32","lad",129,"alg"
"g16-g33","lad",0,"alg"
"g16-g37","lad",38,"alg"
"g16-g38","lad",1,"alg"
"g16-g40","lad",152,"alg"
"g16-g43","lad",1e+08,"alg"
"g16-g44","lad",4398,"alg"
"g16-g45","lad",4202,"alg"
"g16-g46","lad",367,"alg"
"g16-g47","lad",352,"alg"
"g16-g48","lad",891,"alg"
"g16-g49","lad",107616,"alg"
"g16-g50","lad",195,"alg"
"g16-g51","lad",1,"alg"
"g16-g52","lad",0,"alg"
"g16-g53","lad",86,"alg"
"g16-g54","lad",43,"alg"
"g16-g55","lad",3,"alg"
"g16-g56","lad",37,"alg"
"g16-g57","lad",0,"alg"
"g16-g58-normed","lad",1,"alg"
"g16-g59-normed","lad",1,"alg"
"g16-g60-normed","lad",1e+08,"alg"
"g16-g61","lad",0,"alg"
"g16-g62","lad",2,"alg"
"g16-g63","lad",6229,"alg"
"g16-g64","lad",1e+08,"alg"
"g16-g65","lad",305,"alg"
"g16-g66-normed","lad",310,"alg"
"g16-g67","lad",0,"alg"
"g16-g68","lad",10694772,"alg"
"g16-g69","lad",0,"alg"
"g16-g70","lad",0,"alg"
"g16-g71","lad",0,"alg"
"g16-g72","lad",0,"alg"
"g16-g73-normed","lad",1e+08,"alg"
"g16-g74","lad",19,"alg"
"g16-g75","lad",317,"alg"
"g16-g76","lad",1570,"alg"
"g16-g77","lad",5599,"alg"
"g16-g78","lad",502,"alg"
"g16-g79","lad",8,"alg"
"g16-g80","lad",0,"alg"
"g16-g81","lad",1509,"alg"
"g16-g82-normed","lad",1524,"alg"
"g16-g83","lad",1,"alg"
"g16-g84","lad",5931,"alg"
"g16-g85","lad",1,"alg"
"g16-g86-normed","lad",2,"alg"
"g16-g87","lad",16,"alg"
"g16-g88","lad",207,"alg"
"g16-g89","lad",0,"alg"
"g16-g90","lad",3,"alg"
"g16-g91","lad",9,"alg"
"g16-g92","lad",10,"alg"
"g16-g93-normed","lad",5299064,"alg"
"g16-g94","lad",3,"alg"
"g16-g95","lad",1,"alg"
"g16-g96","lad",3,"alg"
"g16-g97","lad",5,"alg"
"g16-g98","lad",6,"alg"
"g16-g99","lad",2,"alg"
"g17-g100","lad",2,"alg"
"g17-g101","lad",5479,"alg"
"g17-g102","lad",6310,"alg"
"g17-g103","lad",8402,"alg"
"g17-g104","lad",37330,"alg"
"g17-g105","lad",4089301,"alg"
"g17-g106","lad",18155,"alg"
"g17-g107","lad",8592,"alg"
"g17-g108","lad",78193,"alg"
"g17-g109","lad",9623935,"alg"
"g17-g110","lad",18456,"alg"
"g17-g111","lad",11634,"alg"
"g17-g112","lad",647676,"alg"
"g17-g18","lad",7,"alg"
"g17-g19","lad",11,"alg"
"g17-g20","lad",39,"alg"
"g17-g21","lad",52,"alg"
"g17-g22","lad",69,"alg"
"g17-g23","lad",1,"alg"
"g17-g24","lad",0,"alg"
"g17-g25","lad",1,"alg"
"g17-g26","lad",1,"alg"
"g17-g27","lad",1e+08,"alg"
"g17-g28","lad",0,"alg"
"g17-g29","lad",48,"alg"
"g17-g30","lad",45,"alg"
"g17-g31","lad",52,"alg"
"g17-g32","lad",79,"alg"
"g17-g33","lad",2884,"alg"
"g17-g34","lad",244,"alg"
"g17-g35","lad",184,"alg"
"g17-g36","lad",460,"alg"
"g17-g37","lad",7139,"alg"
"g17-g38","lad",1,"alg"
"g17-g39","lad",177,"alg"
"g17-g40","lad",120,"alg"
"g17-g41","lad",1388,"alg"
"g17-g42","lad",22845,"alg"
"g17-g43","lad",65,"alg"
"g17-g44","lad",49,"alg"
"g17-g45","lad",50,"alg"
"g17-g46","lad",52,"alg"
"g17-g47","lad",51,"alg"
"g17-g48","lad",59,"alg"
"g17-g49","lad",75,"alg"
"g17-g50","lad",117,"alg"
"g17-g51","lad",1e+08,"alg"
"g17-g52","lad",64,"alg"
"g17-g53","lad",179,"alg"
"g17-g54","lad",75,"alg"
"g17-g55","lad",13704,"alg"
"g17-g56","lad",94,"alg"
"g17-g57","lad",0,"alg"
"g17-g58-normed","lad",10085,"alg"
"g17-g59-normed","lad",8586,"alg"
"g17-g60-normed","lad",1e+08,"alg"
"g17-g61","lad",510,"alg"
"g17-g62","lad",576368,"alg"
"g17-g63","lad",348,"alg"
"g17-g64","lad",388,"alg"
"g17-g65","lad",178349,"alg"
"g17-g66-normed","lad",177722,"alg"
"g17-g67","lad",225,"alg"
"g17-g68","lad",439,"alg"
"g17-g69","lad",19512,"alg"
"g17-g70","lad",9,"alg"
"g17-g71","lad",44660,"alg"
"g17-g72","lad",0,"alg"
"g17-g73-normed","lad",871699,"alg"
"g17-g74","lad",212,"alg"
"g17-g75","lad",218,"alg"
"g17-g76","lad",806,"alg"
"g17-g77","lad",1371,"alg"
"g17-g78","lad",346,"alg"
"g17-g79","lad",152,"alg"
"g17-g80","lad",1,"alg"
"g17-g81","lad",307439,"alg"
"g17-g82-normed","lad",305420,"alg"
"g17-g83","lad",862,"alg"
"g17-g84","lad",1749,"alg"
"g17-g85","lad",0,"alg"
"g17-g86-normed","lad",1,"alg"
"g17-g87","lad",951,"alg"
"g17-g88","lad",670,"alg"
